UF;Município;ID;num_processo;Vinculada;Termo/N_Convênio;Ano_Termo/Convênio;Programa;Fonte;Esfera;Tipologia;Situação_da_Obra;perc_informado_munic;Última_Vistoria_Instituição;perc_executado_empresa;Última_Vistoria_Empresa;Empresa;Restrições;Inconformidades
MG;Varginha;7816;2,34E+16;NÃO;700272;2008;PAR;;Municipal;Espaço Educativo - 04 Salas;Concluída;100.00%;16/05/2011;99.99%;23/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
RR;Uiramutã;7882;2,34E+16;NÃO;710484;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Inacabada;75.25%;03/02/2015;51.95%;14/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RR;Cantá;7883;2,34E+16;NÃO;710353;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Inacabada;7.94%;02/09/2014;24.78%;10/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MA;Vitorino Freire;7889;2,34E+16;NÃO;800136;2007;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;16/10/2014;47.25%;14/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
CE;Amontada;7891;2,34E+16;NÃO;710471;2008;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;97.04%;12/12/2014;80.47%;26/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RN;Antônio Martins;7892;2,34E+16;NÃO;800123;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;92.22%;07/07/2014;72.57%;13/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Passagem Franca;7893;2,34E+16;NÃO;800132;2007;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo B;Concluída;86.15%;30/03/2016;43.33%;26/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Espírito Santo do Dourado;7896;2,34E+16;NÃO;710470;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;07/04/2016;95.72%;19/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
CE;Quixadá;7897;2,34E+16;SIM;710467;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;08/12/2015;38.84%;19/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
GO;Bonfinópolis;7898;2,34E+16;NÃO;800139;2007;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;20/12/2010;84.64%;02/jun;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
SP;São Carlos;7901;2,34E+16;NÃO;710350;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;94.34%;03/04/2014;66.18%;19/fev;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RR;Amajari;7905;2,34E+16;NÃO;710432;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Inacabada;11.72%;04/05/2013;10.26%;22/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RR;Caroebe;7907;2,34E+16;NÃO;710369;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;91.87%;15/08/2014;50.18%;27/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
GO;Formosa;7908;2,34E+16;NÃO;710429;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;04/05/2012;91.81%;24/mai;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MS;Eldorado;7909;2,34E+16;NÃO;710453;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;02/06/2015;88.47%;06/dez;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Apucarana;7911;2,34E+16;NÃO;710424;2008;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;11/08/2014;97.27%;26/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MA;Pastos Bons;7912;2,34E+16;NÃO;800138;2007;PROINFÂNCIA;EMENDAS;Municipal;Escola de Educação Infantil Tipo B;Execução;96.89%;12/08/2016;65.78%;19/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MA;Paraibano;7913;2,34E+16;NÃO;800133;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;21/02/2014;95.20%;26/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
RS;Planalto;7941;2,34E+16;NÃO;806013;2007;PAR;;Estadual;Espaço Educativo - 04 Salas;Concluída;100.00%;07/08/2014;29.40%;10/abr;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
PE;Itacuruba;7951;2,34E+16;NÃO;710428;2008;Emenda Parlamentar;EMENDAS;Municipal;Ampliação;Concluída;100.00%;30/07/2010;100.01%;13/ago;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Sobradinho;7956;2,34E+16;NÃO;806073;2007;PAR;;Estadual;Reforma;Concluída;100.00%;12/09/2014;96.99%;28/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MT;Cáceres;7993;2,34E+16;NÃO;700213;2008;Brasil Profissionalizado;CONVENIO;Estadual;Escola com Projeto elaborado pelo proponente;Execução;1.11%;31/05/2016;0.23%;08/mai;PAULO GAIGA ENGENHARIA LTDA;SIM;NÃO
MT;Juara;7996;2,34E+16;SIM;700213;2008;Brasil Profissionalizado;CONVENIO;Estadual;Escola com Projeto elaborado pelo proponente;Contratação;8.15%;;1.50%;25/set;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
PR;Chopinzinho;8013;2,34E+16;NÃO;710348;2008;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;15/06/2010;100.00%;19/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Nova Laranjeiras;8018;2,34E+16;NÃO;800101;2007;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;25/03/2015;99.99%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;São Mateus do Sul;8020;2,34E+16;NÃO;710329;2008;PAR;EMENDAS;Municipal;Ampliação;Concluída;100.00%;16/04/2010;100.02%;20/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Nova Prata do Iguaçu;8035;2,34E+16;NÃO;710443;2008;Emenda Parlamentar;;Municipal;Reforma;Concluída;100.00%;11/11/2013;100.00%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
MG;Carvalhópolis;8056;2,34E+16;NÃO;804018;2007;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;14/06/2016;100.01%;21/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
SP;Várzea Paulista;8062;2,34E+16;NÃO;710399;2008;Emenda Parlamentar;EMENDAS;Municipal;Ampliação;Concluída;100.00%;16/03/2010;100.01%;08/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
MG;Piranguinho;8067;2,34E+16;NÃO;804026;2007;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;26/07/2010;100.00%;20/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
MG;São Domingos do Prata;8070;2,34E+16;NÃO;804027;2007;Emenda Parlamentar;CONVENIO;Municipal;Escola com Projeto elaborado pelo proponente;Concluída;93.11%;28/08/2014;93.19%;21/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
SP;São Carlos;8077;2,34E+16;NÃO;710404;2008;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;31/03/2015;99.99%;19/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
CE;Itaiçaba;8111;2,34E+16;SIM;710382;2008;Emenda Parlamentar;;Municipal;Ampliação;Concluída;96.49%;10/11/2015;93.14%;11/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;NÃO
PR;Cianorte;8184;2,34E+16;NÃO;800114;2007;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;27/03/2015;100.01%;25/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;São Jorge do Patrocínio;8191;2,34E+16;NÃO;710331;2008;Emenda Parlamentar;;Municipal;Escola com Projeto elaborado pelo proponente;Concluída;0.00%;04/09/2014;69.60%;07/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
ES;Brejetuba;8197;2,34E+16;NÃO;710410;2008;Emenda Parlamentar;CONVENIO;Municipal;Ampliação;Concluída;100.00%;28/06/2013;100.00%;22/out;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
GO;Divinópolis de Goiás;8200;2,34E+16;NÃO;710415;2008;Emenda Parlamentar;;Municipal;Ampliação;Inacabada;72.60%;04/07/2016;88.05%;25/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Mutunópolis;8203;2,34E+16;NÃO;710442;2008;Emenda Parlamentar;CONVENIO;Municipal;Ampliação;Inacabada;0.00%;;99.79%;07/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
MG;Sete Lagoas;8248;2,34E+16;NÃO;816102;2008;Emenda Parlamentar;;Municipal;Ampliação;Concluída;100.00%;10/07/2014;99.74%;16/out;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MS;Nova Andradina;8279;2,34E+16;NÃO;700226;2008;PAR;;Estadual;Ampliação;Concluída;100.00%;30/03/2015;100.00%;19/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
TO;Maurilândia do Tocantins;8297;2,34E+16;NÃO;655685;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;72.11%;13/11/2015;68.71%;21/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Guimarânia;8303;2,34E+16;NÃO;806082;2007;PAR;;Municipal;Reforma;Concluída;100.00%;13/06/2013;100.01%;31/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
RS;Selbach;8304;2,34E+16;SIM;656548;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;27/03/2015;97.75%;12/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PR;Castro;8318;2,34E+16;SIM;830390;2007;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;01/02/2012;86.36%;07/jan;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
RS;Sarandi;8353;2,34E+16;NÃO;656419;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;24/04/2014;90.37%;09/jan;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RS;Morrinhos do Sul;8357;2,34E+16;NÃO;656497;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;24/03/2014;97.05%;28/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
RS;Candiota;8358;2,34E+16;SIM;655696;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;96.97%;21/07/2014;63.22%;10/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PR;Mauá da Serra;8360;2,34E+16;NÃO;656415;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;27/08/2012;96.55%;17/ago;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
PR;Anahy;8362;2,34E+16;SIM;657239;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;99.24%;24/08/2015;61.16%;07/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Ivaté;8363;2,34E+16;SIM;658681;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;25/09/2015;82.69%;26/nov;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Laranjal;8364;2,34E+16;NÃO;656848;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;31/03/2014;97.38%;25/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PR;Ramilândia;8366;2,34E+16;SIM;658669;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Contratação;83.66%;;65.36%;12/dez;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
SC;Passo de Torres;8367;2,34E+16;NÃO;655855;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/06/2012;98.86%;01/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
AM;Tefé;8371;2,34E+16;NÃO;657713;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;81.02%;03/08/2016;49.23%;09/mar;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
PI;Cocal;8373;2,34E+16;SIM;656808;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Execução;95.79%;08/07/2016;57.19%;14/set;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Silvanópolis;8375;2,34E+16;NÃO;656983;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;69.06%;18/01/2016;64.88%;17/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Ananás;8376;2,34E+16;NÃO;657704;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;92.92%;18/09/2015;79.74%;20/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Sítio Novo do Tocantins;8377;2,34E+16;SIM;656816;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;20/10/2015;60.98%;21/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MT;Campinápolis;8378;2,34E+16;NÃO;657067;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;25/05/2012;97.60%;02/jun;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
TO;Aurora do Tocantins;8379;2,34E+16;NÃO;657711;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Inacabada;37.97%;27/04/2015;13.42%;17/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
GO;Divinópolis de Goiás;8380;2,34E+16;NÃO;658737;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;64.57%;15/07/2014;76.49%;08/out;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Anápolis;8382;2,34E+16;SIM;657028;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;26.71%;01/08/2016;8.48%;19/set;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Anápolis;8383;2,34E+16;NÃO;657028;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;30/01/2013;99.63%;02/jun;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Anápolis;8384;2,34E+16;NÃO;657028;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;25/09/2012;109.70%;25/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Anápolis;8385;2,34E+16;NÃO;657028;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;98.79%;28/05/2014;98.14%;24/abr;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Anápolis;8386;2,34E+16;NÃO;657028;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;06/08/2012;95.14%;25/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
TO;Novo Acordo;8387;2,34E+16;NÃO;656354;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;21/05/2014;88.66%;14/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Ponte Alta do Bom Jesus;8388;2,34E+16;NÃO;656831;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;66.69%;14/12/2015;53.19%;16/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Ponte Alta do Tocantins;8390;2,34E+16;NÃO;656421;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;80.97%;07/07/2014;80.38%;31/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MT;Itanhangá;8391;2,34E+16;SIM;658657;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;18/12/2015;97.00%;25/mai;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
GO;Nova Veneza;8392;2,34E+16;NÃO;656541;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;89.50%;04/07/2016;72.53%;25/fev;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
TO;Arraias;8393;2,34E+16;NÃO;658671;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;96.09%;21/03/2016;92.46%;17/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
GO;Davinópolis;8394;2,34E+16;NÃO;657732;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;21/11/2014;74.48%;17/fev;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
TO;Almas;8395;2,34E+16;NÃO;656669;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;94.40%;28/08/2014;69.12%;03/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
GO;Pires do Rio;8396;2,34E+16;NÃO;656637;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;20/10/2011;87.37%;17/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
GO;Aragoiânia;8397;2,34E+16;SIM;656662;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;66.24%;28/07/2016;26.70%;27/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;Vianópolis;8398;2,34E+16;SIM;656980;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;81.83%;11/09/2015;55.94%;26/abr;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
GO;São João d'Aliança;8399;2,34E+16;NÃO;656487;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;95.55%;05/06/2014;81.28%;12/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
TO;Itaguatins;8400;2,34E+16;NÃO;655777;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;45.84%;06/07/2015;47.79%;21/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MS;Santa Rita do Pardo;8401;2,34E+16;NÃO;657543;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;30.28%;12/06/2015;14.97%;26/mai;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
MA;Amapá do Maranhão;8403;2,34E+16;NÃO;657165;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;89.81%;20/11/2015;82.87%;15/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PA;Marituba;8406;2,34E+16;NÃO;656912;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;18/12/2015;95.76%;17/mai;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
MA;Brejo de Areia;8408;2,34E+16;SIM;657242;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Execução;81.84%;08/08/2016;32.96%;14/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
MA;Maracaçumé;8409;2,34E+16;SIM;656640;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;83.29%;11/09/2015;63.55%;21/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Bela Vista do Maranhão;8410;2,34E+16;SIM;657705;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Execução;66.94%;17/08/2016;0.00%;31/mar;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PA;Quatipuru;8411;2,34E+16;NÃO;656815;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Inacabada;89.71%;26/02/2015;59.46%;15/nov;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;SIM;SIM
RN;Triunfo Potiguar;8412;2,34E+16;NÃO;656446;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;88.59%;16/07/2015;74.04%;12/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
RN;Venha-Ver;8413;2,34E+16;NÃO;656924;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;18/12/2015;97.56%;17/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PB;Algodão de Jandaíra;8414;2,34E+16;NÃO;658647;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;96.98%;17/09/2015;80.72%;02/jun;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MG;Verdelândia;8416;2,34E+16;SIM;656646;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;99.99%;03/03/2016;50.58%;18/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
MA;Turilândia;8417;2,34E+16;NÃO;657712;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;82.29%;06/11/2014;54.22%;14/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
MA;Araguanã;8418;2,34E+16;NÃO;658376;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Inacabada;60.28%;22/07/2014;48.04%;20/jan;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
SC;Bela Vista do Toldo;8427;2,34E+16;NÃO;657168;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;07/11/2012;96.32%;18/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PR;Serranópolis do Iguaçu;8428;2,34E+16;NÃO;657080;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;07/02/2014;66.83%;04/out;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
TO;Ipueiras;8429;2,34E+16;NÃO;657734;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Inacabada;37.77%;10/09/2015;29.49%;03/fev;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
PR;Prado Ferreira;8431;2,34E+16;SIM;656835;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;21/09/2015;94.10%;28/mar;PAULO GAIGA ENGENHARIA LTDA;NÃO;NÃO
PB;Joca Claudino;8432;2,34E+16;NÃO;657000;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;09/05/2014;94.56%;11/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
SP;Brejo Alegre;8436;2,34E+16;NÃO;656672;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Concluída;100.00%;24/05/2012;100.01%;19/jun;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;NÃO
RS;Caraá;8437;2,34E+16;NÃO;656824;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;96.40%;12/01/2015;98.24%;14/jul;CONCREMAT ENGENHARIA E TECNOLOGIA S/A;NÃO;SIM
PB;Poço Dantas;8439;2,34E+16;NÃO;656492;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;30/03/2012;90.58%;11/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
PR;Fernandes Pinheiro;8441;2,34E+16;NÃO;656527;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;12/09/2012;99.99%;17/ago;PAULO GAIGA ENGENHARIA LTDA;NÃO;SIM
PB;Bernardino Batista;8442;2,34E+16;NÃO;657011;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo C;Concluída;100.00%;10/06/2014;66.56%;11/dez;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;NÃO
TO;Luzinópolis;8443;2,34E+16;SIM;658668;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;85.99%;16/08/2016;44.55%;19/mai;DERVISH ENGENHARIA & CONSULTORIA LTDA.;NÃO;SIM
TO;Natividade;8445;2,34E+16;NÃO;656919;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Paralisada;74.34%;25/08/2016;68.99%;19/nov;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
TO;Goiatins;8446;2,34E+16;NÃO;657735;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Execução;27.82%;04/07/2016;12.74%;02/ago;DERVISH ENGENHARIA & CONSULTORIA LTDA.;SIM;SIM
GO;Maurilândia;8448;2,34E+16;NÃO;656904;2009;PROINFÂNCIA;CONVENIO;Municipal;Escola de Educação Infantil Tipo B;Paralisada;71.23%;14/07/2016;62.08%;26/jul;PAULO GAIGA ENGENHARIA LTDA;SIM;SIM
