"ID";"Nome";"Logradouro";"Município";"UF";"Percentual.de.Execução";"classificação_tb";"total_repassado";"Empresa.Contratada"
1520;"830115 - Escola de Educação Infantil - Lages/SC";"Avenida Maria de Souza Ramos";"Lages";"SC";96,77;"atrasada";1441502,81120303;"(85175271000130) ESTACA ENGENHARIA LTDA"
1592;"710144 - Escola de Educação Infantil - Bom Jesus do Norte/ES";"Rua Lúcio Fraga";"Bom Jesus do Norte";"ES";99,17;"atrasada";1035976,61719947;"(07052120000181) SANTOS E PEDROSA LTDA"
1618;"830274 - Escola de Educação Infantil - Currais Novos/RN";"Praça Desembargador Tomaz Salustino";"Currais Novos";"RN";68,9;"atrasada";1105123,31419956;NA
1673;"700089 - Escola de Educação Infantil - Tatuí/SP";"Avenida Cônego João Clímaco";"Tatuí";"SP";99,99;"atrasada";1466396,95448043;"(05592745000100) CASAGRANDE PRESTADORA DE SERVICOS E CONSTRUCOES LTDA"
1707;"830058 - Escola de Educação Infantil - Santiago/RS";"RUA LICÉRIA GENRO";"Santiago";"RS";99,56;"atrasada";1493024,39760085;"(11550466000187) ESPINDOLA CONSTRUTORA LTDA"
1726;"830397 - Esc de Educação Inf - Santo Antônio do Sudoeste/PR";"Rua Jacarezinho";"Santo Antônio do Sudoeste";"PR";97,07;"atrasada";1507009,30114619;"(06099712000196) PREMACOL MAT. PARA CONSTUÇÃO E PRE-MOLDADOS LTDA"
1876;"710179 - Escola de Educação Infantil - Bataiporã/MS";"RUA FRANCISCO BARTTIMAM ESQ. C/ A RUA VLADIMIR KUBICS/";"Batayporã";"MS";70;"atrasada";1085455,43761508;"(11800775000168) PROSIL - ADMINISTRACAO E CONSTRUTORA LTDA-ME"
1935;"830314 - Escola de Educação Infantil - Colina/SP";"Rua Ernesto Henrique Paro";"Colina";"SP";99,99;"atrasada";1507009,30114619;"(00624884000155) CONSTRUMAT COLINA ENGENHARIA E COMERCIO LTDA"
1943;"830389 - Esc. de Educ. Infantil - Tipo B - Quinta do Sol/PR";"Rua Lira";"Quinta do Sol";"PR";96,86;"atrasada";1507009,30114619;"(05011773000197) G.S. CONSTRUÇÃO CIVIL & ACESSORIA TECNICA LTDA"
1955;"710273 - Escola de Educação Infantil - Bataguassu/MS";"RUA SAO BENEDITO";"Bataguassu";"MS";95,73;"atrasada";1105123,31419956;"(04774233000100) CONSTRUTORA KF LTDA"
1971;"830222 - Escola de Educação Infantil - Maracaju/MS";"Rua Guilhermino Pereira dos Santos";"Maracaju";"MS";99,98;"atrasada";1491712,17321769;"(24641425000148) G M B ENGENHARIA LTDA"
1980;"710297 - Escola de Educação Infantil - Tipo B - Esteio/RS";"Rua Marechal Floriano";"Esteio";"RS";99,05;"atrasada";1437730,78817435;"(01890933000164) HARMONIA CONSTRUCOES LTDA"
2007;"710294 - Escola de Educação Infantil - Tipo B Barra Funda/RS";"Avenida Vinte e Quatro de Março";"Barra Funda";"RS";99,99;"atrasada";1105123,31419956;"(07959756000101) GTS ENGENHARIA LTDA"
2018;"830073 - Escola de Educação Infantil - Mandaguari/PR";"RUA SEBASTIÃO FERNANDES DE SOUZA";"Mandaguari";"PR";95,06;"atrasada";1473487,14830265;"(04505850000100) H MARQUES FERNANDES & CIA LTDA - ME"
2027;"830435 - Escola de Educação Infantil - Barra de Santana/PB";"Rua José Bernardo de Moura";"Barra de Santana";"PB";97,1;"atrasada";1376454,70589952;"(07942236000196) FALCONI CONSTRUCOES E SERVICOS LTDA"
2049;"830445 - Escola de Educação Infantil - Tipo B - Tabaporã/MT";"Rua wilson geovedi";"Tabaporã";"MT";97,68;"atrasada";1492415,10580877;"(04292274000152) Construtora Juruena Ltda"
2089;"710259 - Escola de Educação Infantil - Salete/SC";"Rua Pedro Luekmann";"Salete";"SC";98,75;"atrasada";1105123,31419956;"(05103251000115) GRANZA E LUIZ LTDA"
2098;"710072 - Escola de Educação Infantil - Abelardo Luz/SC";"Rua Francisco Rufino Orige esquina com Avenida Capitão Pedro Fernandes";"Abelardo Luz";"SC";99,65;"atrasada";1105123,31419956;"(81546988000150) ENGEDIX SOLUÇÕES DE ENGENHARIA LTDA"
2105;"830181 - Escola de Educação Infantil - Cáceres/MT";"Av. Talhamares";"Cáceres";"MT";95,28;"atrasada";1499810,21212797;"(11482408000163) GECON GESTAO EM ENGENHARIA E CONSTRUCOES LTDA ME"
3770;"700193 - Escola de Educação Infantil - Tipo B - Iati/PE";"AV. 7 de Setembro";"Iati";"PE";82,5;"atrasada";1428611,65318595;"(03496009000123) J R CONSTRUCOES E ASSESSORIA LTDA"
3782;"830129 - Escola de Educação Infantil - Palotina/PR";"Rua Aldir Pedron";"Palotina";"PR";99,19;"atrasada";1489705,16995694;"(05457704000101) CONSTRUTORA MIRANTE LTDA"
3809;"700293 - Escola de Educação Infantil - Tipo B -Tocantínia/TO";"AV. TOCANTINS, Nº 220";"Tocantínia";"TO";97,84;"atrasada";1977270,30326099;"(09498309000128) VIAFORT ENGENHARIA LTDA"
5648;"700223 - Espaço Educativo Urbano II - 04 Salas - Bonfim/RR";NA;"Bonfim";"RR";27,38;"atrasada";NA;"(22887103000158) TERRORAIMA LTDA"
6535;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Acreúna/GO";NA;"Acreúna";"GO";83,08;"atrasada";NA;"(02553736000112) TEMA CONSTRUTORA E TERRAPLANAGEM LIMITADA"
6539;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Águas Lindas de Goiás/GO";NA;"Águas Lindas de Goiás";"GO";46,1;"atrasada";NA;"(14460724000122) ADM ENGENHARIA LTDA"
6549;"806057 - E Educativo Urbano I - Res. Veneza - Rio Verde/GO";"Rua Sucupira";"Rio Verde";"GO";0;"atrasada";NA;"(03678241000182) TRIADY CONSTRUTORA E INCORPORADORA LTDA"
6555;"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Aparecida de Goiânia/GO";NA;"Aparecida de Goiânia";"GO";71,28;"atrasada";NA;"(02553736000112) TEMA CONSTRUTORA E TERRAPLANAGEM LIMITADA"
6713;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Nina Rodrigues/MA";"Assentamento Palmares";"Nina Rodrigues";"MA";0;"atrasada";NA;"(04885201000174) SILVEIRA ENGENHARIA E CONSTRUCOES LTDA"
6725;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Santa Filomena do Maranhão/MA";"Travessa Epitácio Cafeteira";"Santa Filomena do Maranhão";"MA";0;"atrasada";NA;"(08571458000102) ESPACO VERDE CONSTRUCOES E COMERCIO LTDA"
6726;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Ribamar Fiquene/MA";NA;"Ribamar Fiquene";"MA";0;"atrasada";NA;"(02714230000148) CORREIA CONSTRUCOES E SERVICOS LTDA."
6728;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Estreito/MA";"Assentamento Luis Rocha";"Porto Franco";"MA";0;"atrasada";NA;"(09016059000142) CENTAURO ENGENHARIA LTDA"
6729;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Estreito/MA";"Assentamento Alvorada";"Porto Franco";"MA";0;"atrasada";NA;"(09016059000142) CENTAURO ENGENHARIA LTDA"
6732;"806049 - Espaço Educativo Urbano II - 06 Salas -  - Construção - Maranhãozinho/MA";"Rua Oswaldo Ribeiro";"Maranhãozinho";"MA";0;"atrasada";NA;"(07999481000130) L T M CONSTRUCOES LTDA"
8373;"656808 - Escola de Educação Infantil - Tipo C - COCAL /PI";"Avenida Joaquim Vieira Brito";"Cocal";"PI";88,72;"atrasada";430804,218879224;"(15627315000130) A M CONSTRUCOES E SERVICOS EIRELI - ME  - ME"
8382;"657028 - Esc. Educ. Infantil - Tipo B - ANAPOLIS/GO";"Avenida Santo Antônio";"Anápolis";"GO";62,34;"atrasada";6677319,03009977;"(05243015000102) F M G CONSTRUCOES E INCORPORACOES LTDA ME"
8410;"657705 - Esc. Educ. Infantil - Tipo C - BELA VISTA DO MARANHAO/MA";NA;"Bela Vista do Maranhão";"MA";66,94;"atrasada";678392,086925355;"(19084072000192) I DA CONCEICAO SILVA - ME"
8478;"657015 - Esc. Educ. Infantil - Tipo B - DEODAPOLIS/MS";NA;"Deodápolis";"MS";36,61;"atrasada";973509,131301881;"(08285263000104) LANEL CONSTRUCOES LTDA EPP"
8581;"657016 - Esc. Educ. Infantil - Tipo B - ALTO DO RODRIGUES /RN";NA;"Alto do Rodrigues";"RN";58,59;"atrasada";847758,774682995;"(07269414000160) MARCIA RANNIER DE LIMA SILVA"
8582;"656667 - Esc. Educ. Infantil - Tipo B - MACAIBA /RN";"rua Projetada, s/n";"Macaíba";"RN";96,39;"atrasada";986043,855810919;"(41000977000196) FLAGUE CONSTRUCOES LTDA"
8621;"656970 - EE Infantil - Bairro João de Deus - PETROLINA/PE";"Avenida Avelino dos Santos (Av. 01)";"Petrolina";"PE";96,66;"atrasada";3848990,62873619;"(05670659000179) ARCO ENGENHARIA E CONSTRUCOES LTDA"
8622;"656970 - EE Infantil - Bairro Pedra Linda - PETROLINA/PE";"Avenida Avelino dos Santos (Av. 01)";"Petrolina";"PE";94,81;"atrasada";3848990,62873619;"(05670659000179) ARCO ENGENHARIA E CONSTRUCOES LTDA"
8666;"656944 - Esc. Educ. Infantil - Tipo B - ROSARIO DO CATETE/SE";NA;"Rosário do Catete";"SE";81,44;"atrasada";843025,898247738;"(86916665000165) CONORTE CONSTRUTORA NORTE E SERVICOS LTDA"
8730;"657183 - Esc. Educ. Infantil - Tipo B - ARINOS/MG";NA;"Arinos";"MG";87,15;"atrasada";1387364,61245545;"(13771754000197) PEDRO VENANCIO GOMES EIRELI - ME"
8841;"657703 - Esc. Educ. Infantil - Tipo B -  - Construção - MONTE NEGRO/RO";"AVENIDA JORGE TEIXEIRA S/N";"Monte Negro";"RO";57,4;"atrasada";1270055,38540665;"(11356273000190) DAM CONSTRUCOES INCORPORACOES E TRANSPORTES LTDA"
8880;"656862 - Esc. Educ. Infantil - Tipo C - ANDIRA/PR";NA;"Andirá";"PR";90,22;"atrasada";655748,361835681;"(10814967000160) L D GODOI & GODOI LTDA"
8916;"656806 - Esc. Educ. Infantil - Tipo B - SAO JOAO BATISTA /SC";"Rua Lauro Francisco Sgrott";"São João Batista";"SC";99,6;"atrasada";1725119,91789827;"(04910521000137) RODRIGUES & CAMARGO LTDA"
8943;"656449 - Esc. Educ. Infantil - Tipo B - RODEIO BONITO/RS";"Avenida do Comércio";"Rodeio Bonito";"RS";96,73;"atrasada";1909115,52109665;"(07959756000101) GTS ENGENHARIA LTDA"
8979;"656896 - Esc. Educ. Infantil - Tipo B - DOIS LAJEADOS/RS";"Rua Antoninho Gobatto";"Dois Lajeados";"RS";99,94;"atrasada";1778363,30191683;"(09397427000140) ZANON & ZANON CONSTRUCOES LTDA"
9507;"657752 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Porto Seguro/BA";NA;"Porto Seguro";"BA";0;"atrasada";NA;"(13200550000104) REIS ALMEIDA ENGENHARIA LTDA - ME"
9508;"657752 - Espaço Educativo Urbano II - 04 Salas  -  - Construção - Porto Seguro/BA";NA;"Porto Seguro";"BA";0;"atrasada";NA;"(13200550000104) REIS ALMEIDA ENGENHARIA LTDA - ME"
9574;"657457 - Espaço Educativo Urbano II-06 Salas -  - Construção - SÃO BENEDITO/CE";NA;"São Benedito";"CE";89,02;"atrasada";632710,778609307;"(10599088000163) M V CONSTRUCOES E SERVICOS LTDA - ME"
9599;"656557 - Espaço Educativo Urbano II-06 Salas -  - Construção - ROSÁRIO DO CATETE/SE";NA;"Rosário do Catete";"SE";81,5;"atrasada";526139,075038862;"(86916665000165) CONORTE CONSTRUTORA NORTE E SERVICOS LTDA"
11642;"702336 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Rural - São Bento/MA";NA;"São Bento";"MA";53,13;"atrasada";620456,969171719;"(03118695000107) CROMA - CONSTRUCOES E SERVICOS LTDA"
11783;"702347 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - ENTRE RIOS/BA";NA;"Entre Rios";"BA";43,39;"atrasada";834275,12276667;"(01099606000199) OLIVEIRA SANTANA CONSTRUCOES LTDA"
11791;"700118 - Esc. Educ. Infantil   Tipo C  - Proinfância - Construção - ITANAGRA/BA";"Rua Nestor Duarte";"Itanagra";"BA";74,87;"atrasada";399538,632363551;"(07624417000174) BLIXT CONSTRUTORA LTDA ME"
11862;"700076 - Esc. Educ. Infantil   Tipo B  - Proinfância - Construção - MIRANDA/MS";"rua amazonas";"Miranda";"MS";70,15;"atrasada";968148,191503751;"(05776532000139) CONSTRUTORA PAULO BARBOSA LTDA - EPP"
11909;"701986/2010 - Esc. Educ. Infantil Tipo C  - MIRADOR/PR";NA;"Mirador";"PR";89,85;"atrasada";437046,159776467;"(75475442000193) MIRADOR PREFEITURA"
11937;"700111 - Escola Educação Infantil - Tipo C - FELIZ/RS";"Avenida Marcos José de Leão";"Feliz";"RS";99,98;"atrasada";438742,886243481;"(05106796000185) CONSTRUTORA H. M. ORTH LTDA."
11970;"701846 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Rural - Palmácia/CE";NA;"Palmácia";"CE";81,93;"atrasada";1262266,57241153;"(07695017000150) MARVIN CONSTRUCOES SERVICOS E TRANSPORTES LTDA"
11992;"701747 - Espaço Educativo Urbano II - 06 Salas - PAR - Construção Fundamental - Murici/AL";NA;"Murici";"AL";87,32;"atrasada";591738,636478655;"(11091079000120) A R ENGENHARIA SERVICOS E COMERCIO LTDA"
12482;"Escola Manoel Damião de Farias - Jacuípe/AL";NA;"Jacuípe";"AL";100;"atrasada";NA;NA
12504;"Escola Jovelina Saldanha - Quebrangulo/AL";"Av. 15 de Novembro";"Quebrangulo";"AL";99,31;"atrasada";NA;NA
12622;"702545/2010 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - MARZAGÃO/GO";"Avenida Orcalino Santos";"Marzagão";"GO";64,87;"atrasada";433064,819223415;"(04408439000109) CONSERVA - CONSTRUCOES E SERVICOS LTDA"
12637;"702568 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PEDRA DO ANTA/MG";NA;"Pedra do Anta";"MG";76,37;"atrasada";417862,434876554;"(19336735000119) CONSTRUTORA E INCORPORADORA CORDOVIL LTDA. - ME"
12653;"702475 - 01 Esc. Educ. Infantil - Tipo C - Proinfância - Construção - SAO JOSE DO PIAUI/PI";"Avenida Central";"São José do Piauí";"PI";89,88;"atrasada";432595,441327265;"(12063035000159) CONSTUCRETO EDIFICACOES LTDA - ME"
13224;"705010/10 -Escola de Edu Infantil - São M do Passa Quatro/GO";"Praça Sebastão Gonçalves Silva";"São Miguel do Passa Quatro";"GO";76,99;"atrasada";NA;"(07603021000140) AGUIA BRASIL COMERCIO E SERVICOS LTDA-ME"
13283;"702604 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - RIO VERDE/GO";NA;"Rio Verde";"GO";96,6;"atrasada";2538475,67006329;"(04185228000154) AGNALDO CORNELIO DA SILVA"
13285;"702604 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - RIO VERDE/GO";NA;"Rio Verde";"GO";70,73;"atrasada";2538475,67006329;"(36867893000114) CONSTRULAJE CONSTRUCOES E LAJES PRE MOLDADAS LTDA"
13343;"703319 - Esc. Educ. Infantil - Tipo B - Proinfância - Constr";NA;"Parauapebas";"PA";99,14;"atrasada";1732518,61714048;"(10751792000190) WM CONSTRUCOES E SERVICOS LTDA-ME"
13361;"703230 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - JABOATÃO DOS GUARARAPES/PE";NA;"Jaboatão dos Guararapes";"PE";0;"atrasada";1610705,95920401;"(33480104000108) CONSTRUTORA ENGEMEGA LTDA"
13362;"703230 - Esc. Educ. Infantil - Tipo B - Proinfância - Construção - JABOATÃO DOS GUARARAPES/PE";NA;"Jaboatão dos Guararapes";"PE";0;"atrasada";1610705,95920401;"(33480104000108) CONSTRUTORA ENGEMEGA LTDA"
13365;"703307 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - VICÊNCIA/PE";"AV. José Roberto Coelho da Silveira";"Vicência";"PE";74;"atrasada";423431,708122552;"(11717420000100) PEDROZA VASCONCELOS EMPREENDIMENTOS LTDA ME"
13472;"702650 - Esc. Educ. Infantil - Tipo C - Proinfância - Construção - PALMEIRAS DO TOCANTINS/TO";"Avenida Mussum";"Palmeiras do Tocantins";"TO";54,76;"atrasada";631616,129517992;"(12528274000137) CONSTRUTORA IREART LTDA - ME"
13676;"703518/2010 - Espaço Educativo Urbano - Pastos Bons/MA";NA;"Pastos Bons";"MA";96,23;"atrasada";602161,120136237;"(08672027000132) J. W. SOUSA LIMA"
13753;"703519/2010 - Espaço Educativo Urbano - Nova Bandeirantes/MT";NA;"Nova Bandeirantes";"MT";98,1;"atrasada";588420,696538231;"(04902900000185) CONSTRUTORA MESQUITA COELHO LTDA"
14331;"657727 - Escola de Educação Infantil - Piraí/RJ";"Av. do Sol";"Piraí";"RJ";92,07;"atrasada";NA;"(10304793000196) RODRIGUES E FERREIRA ENGENHARIA LTDA ME"
14805;"700056/2008 - Escola de Educação Infantil B - Prainha/PA";NA;"Prainha";"PA";33,2;"atrasada";958084,645723371;"(17193573000181) ENGENHARIA, PROJETO E CONSTRUCAO PIRES MORAES LTDA - ME"
17363;"700051/11 - Escola de Educação Infatil - Nova Santa Rita/RS";"Rua dos Pinheiros.";"Nova Santa Rita";"RS";0;"atrasada";876003,361119301;"(18517247000145) A. DE OLIVEIRA CONSTRUTORA EIRELI - EPP"
17385;"700121/11 - Escola de Ed. Infantil - Bom Jardim da Serra/SC";NA;"Bom Jardim da Serra";"SC";74,64;"atrasada";410625,753168837;"(09116134000147) ACACIA ENGENHARIA LTDA EPP"
17506;"700020/11 - Escola de Educação Infantil B - Luziania/GO";NA;"Luziânia";"GO";97,2;"atrasada";865635,157129377;"(10314251000102) VIVA - CONSTRUCOES E SERVICOS DE ENGENHARIA LTDA-EPP"
17586;"700106/11 - Escola de Educação Infantil - Luiziana/PR";NA;"Luiziana";"PR";46,12;"atrasada";773628,868107836;"(13446491000140) S.R. OLIVEIRA-CONSTRUCOES - ME"
17615;"700157/11 - Espaço Educativo Urbano - Ouricuri/PE";"Fazenda Paraíso.";"Ouricuri";"PE";91,38;"atrasada";502683,441149101;"(11874951000106) TRES R ENGENHARIA LTDA"
17961;"700340/11 - Escola de Educação Infantil - Viana/ES";"Rua Augusta";"Viana";"ES";0;"atrasada";854515,709280547;"(01070171000150) TREZE MATERIAL DE CONSTRUCAO E INCORPORACAO LTDA ME"
17977;"700505/11 - Esc. Ed. Infantil - Muquem de São Francisco/BA";"Rua Principal";"Muquém de São Francisco";"BA";78,22;"atrasada";412609,210933853;"(07396371000183) JOSE WILSON DOURADO SANTOS FILHO"
17994;"700327/11 - Escola de Educação Infantil - Aragominas/TO";NA;"Aragominas";"TO";95,74;"atrasada";893308,10070501;"(12528274000137) CONSTRUTORA IREART LTDA - ME"
18067;"Loteameno Nadir - Bairro Penha";"Rua João Maria de Souza";"Lages";"SC";30,08;"atrasada";536786,582560527;"(07052006000151) B & P - CONSTRUTORA E INCORPORADORA LTDA EPP"
18129;"EMEI SANGA FUNDA";"Avenida Engenheiro Ildefonso Simões Lopes";"Pelotas";"RS";0;"atrasada";237426,13154071;"(16951247000123) GR INDUSTRIA E COMERCIO LTDA - ME"
18284;"Cinelândia";"Avenida Rafael Lemos Franco";"Orizona";"GO";65,07;"atrasada";508677,45840743;"(10618545000110) ASP TECNOLOGIA DA INFORMACAO LTDA - EPP"
18922;"ZÉ ARAÇA - AREA INSTITUCIONAL 01";"Rua 01";"Jaciara";"MT";89,32;"atrasada";1827460,17913801;"(14936115000105) C.R.G CONSTRUCOES EIRELI - EPP"
18966;"Proinfância";"RUA MACEDÔNIA, QD-B LOTES 08à14/36à42";"Aimorés";"MG";93,95;"atrasada";1523971,80250237;"(17840083000120) ENGECEL CONSTRUCOES E SERVICOS LTDA"
18970;"Terreno A";NA;"Toritama";"PE";91,81;"atrasada";1420541,41472678;"(11409172000130) FAZBEM CONSTRUCOES LTDA"
18991;"CRECHE";NA;"Salgadinho";"PE";52,43;"atrasada";420614,458435326;"(11717420000100) PEDROZA VASCONCELOS EMPREENDIMENTOS LTDA ME"
19050;"Proinfancia Bairro São Geraldo";NA;"Araçuaí";"MG";97,1;"atrasada";1701558,34449163;"(10780862000138) EQUIPE CONSTRUCOES E PROJETOS LTDA ME"
19052;"escola proinfância";"avenida Pescada Amarela";"São João de Pirabas";"PA";69,21;"atrasada";848589,2576407;"(10697775000111) A C LIMA & CIA LTDA EPP"
19056;"Santa Rita de Cássia";"RUA GOIAS";"Jaraguari";"MS";27,17;"atrasada";341177,911549911;"(12058497000188) KM ENGENHARIA LTDA"
19062;"RESIDENCIAL VENEZA";NA;"Potirendaba";"SP";96,91;"atrasada";1845855,71781244;"(11942286000140) BRAULINO JOSE BOMFIM - ME"
19075;"CRECHE MUNICIPAL";"RUA JOSÉ CAMILO SEM NÚMERO";"Leandro Ferreira";"MG";23,79;"atrasada";378346,600076896;"(14434202000156) CONSTRUTORA MAIA DE FIGUEIREDO LTDA - ME"
19109;"ÁREA INSTITUCIONAL";"Rua Deolindo Basso";"Sumaré";"SP";17,05;"atrasada";923344,30292369;"(01367170000171) FACONSTRU CONSTRUCAO, SINALIZACAO., ADMINISTRACAO E PARTICIPACOES LTDA."
19132;"prefeitura";"rua jose wilson felix";"Agrestina";"PE";86,46;"atrasada";851875,823180606;"(07545464000122) J.D. LIRA ENGENHARIA LTDA"
19148;"Terreno da creche vila Novo  Horizonte";NA;"Nova Esperança do Piriá";"PA";78,47;"atrasada";1339679,49492236;"(18237732000165) J PEDRO NETO & BORGES CONSTRUCAO LTDA - ME"
19161;"Lote 1";"rua  João José Antunes";"Piratini";"RS";95,81;"atrasada";1398028,12922935;"(88861448000140) PREF MUN DE PIRATINI"
19173;"BEIRA MAR";"Travessa de José Muniz Castro";"Borba";"AM";84,74;"atrasada";1808363,28839318;"(10836729000156) TOPO CONSTRUCOES E TERRAPLENAGEM LTDA - ME"
19238;"Creche Guaçu Mirim II";"Rua José Manoel";"Mogi Guaçu";"SP";30,47;"atrasada";861948,331904376;"(04251267000102) CONSTRUTORA GREGAL LTDA"
19325;"LOTEAMENTO NOVA CIDADE";"RUA PROJETADA";"Alcantil";"PB";71,06;"atrasada";1776513,17972592;"(05219643000144) CONSERV - CONSTRUCOES E SERVICOS LTDA"
19420;"Loteamento Rocinha";"Rua Profa Antonieta Falcão (2ª Travessa Eucalipto)";"Conceição da Feira";"BA";66,56;"atrasada";1258806,19034317;"(21239021000134) WAXTECH ENGENHARIA E SERVICOS LTDA - ME"
19421;"TERRENO DA CRECHE DA VILA DE LIVRAMENTO";NA;"Garrafão do Norte";"PA";72,41;"atrasada";1331968,87684229;"(02508288000135) CONSTRUTORA CAP NORTE LTDA"
19461;"Creche Jardim Chaparral";"Avenida Custódio Silva Neto";"Mogi Guaçu";"SP";76,49;"atrasada";1324540,49624819;"(14678492000183) C.F.J. ENGENHARIA E CONSTRUCOES - EIRELI"
19469;"Creche Bairro Caixa d\'Água";"Rua Antônio Pessoa Nunes";"Tavares";"PB";98,2;"atrasada";1820190,09619054;"(20227311000103) CONSTRUTORA J. GALDINO EIRELI - EPP"
19470;"SL-21/02";"RUA ORQUIDEAS";"Carlinda";"MT";82;"atrasada";1279270,02555282;"(08933446000180) CONSTRUTORA E MATERIAIS PARA CONSTRUCAO TRES T LTDA ME"
19511;"Pró Infância Tipo B";"Av. das Flores, Qd. 07, Lt. 09 a 22";"Cezarina";"GO";74,68;"atrasada";1375307,21657656;"(00450730000194) CAVARZAN CONSTRUCOES E SERVICOS LTDA ME"
19524;"CRECHE DA RUA H";"RUA H";"Antônio Carlos";"SC";0;"atrasada";248347,940524198;"(03943663000138) CONSTRUTORA DE ANGELO LTDA"
19586;"SANTO ANDRE";NA;"Santarém";"PA";95,47;"atrasada";855158,097097917;"(10971680000144) TUPAIU CONSTRUCOES E SERVICOS LTDA"
19600;"LOTEAMENTO EUCALIPTO";"RUA DOS AÇORES";"Pelotas";"RS";0;"atrasada";253955,635895331;"(16951247000123) GR INDUSTRIA E COMERCIO LTDA - ME"
19610;"MATINHA";NA;"Santarém";"PA";96,51;"atrasada";842669,203906911;"(10971680000144) TUPAIU CONSTRUCOES E SERVICOS LTDA"
19632;"Creche Jardim Marajoara";"Rua Luciano G. Camparini sn";"Pedreira";"SP";81,12;"atrasada";1337173,19389734;"(01982204000219) CONSTRUTORA E TERRAPLENAGEM CARDOSO LTDA"
19703;"Creche do Centro";"Rua Idiarte Maciel";"Alambari";"SP";81,19;"atrasada";650806,360558273;"(07649623000139) HUNGRIA & MARTINS CONSTRUCOES LTDA."
19706;"ESCOLA INFANTIL TREZE TILIAS";"Rua Tirol";"Treze Tílias";"SC";99,58;"atrasada";853528,545151662;"(08692241000150) PRAX IMOBILIARIA LTDA ME"
19728;"CRECHE E PRÉ-ESCOLA DE JEREMOABO";"SEDE";"Jeremoabo";"BA";79,46;"atrasada";1419833,54072975;"(17639836000133) JOSE RAIMUNDO DE JESUS SILVA E CIA LTDA - ME"
19730;"CRECHE BRASILIA";NA;"Piaçabuçu";"AL";56,87;"atrasada";1052967,91783506;"(18322175000180) TRANI E LOUREIRO CONSTRUTORA LTDA - EPP"
19733;"Creche Piabeta";"Rua 4, Rua C2, Rua 2";"Nossa Senhora do Socorro";"SE";1,8;"atrasada";247849,471341121;NA
19766;"Chácara Nunes";"Rua João Mandruzatto";"Jaú";"SP";78,59;"atrasada";417108,143393037;"(04147114000110) INCORPLAN ENGENHARIA LTDA"
19796;"CRECHE DO BAIRRO DA VILA NOVA";"RUA ALVARO BELMONT DAUMAS";"Conceição de Macabu";"RJ";0;"atrasada";425949,37787275;"(04107614000128) REDITUM SERVICOS LTDA ME"
19827;"Creche Nossa Senhora de Fatima";"Rua Adolfo Soares";"Ouricuri";"PE";88,14;"atrasada";1626249,51716111;"(07832460000125) P. A. J. R. DA SILVA CONSTRUCOES LTDA"
19831;"CRECHE BAIRRO AREIA BRANCA";"RUA ROBALO";"Porto Velho";"RO";95,6;"atrasada";1643093,46050199;"(08039559000137) PVH CONSTRUCAO E TERRAPLENAGEM LTDA"
19832;"Creche do Bairro Jardim Guanabara";"Rua D com Rua H";"Cáceres";"MT";34,45;"atrasada";339099,365049296;"(11482408000163) GECON GESTAO EM ENGENHARIA E CONSTRUCOES LTDA ME"
19839;"construção de creche modelo B-FNDE";"Rua Almir Rego";"Araruama";"RJ";67,22;"atrasada";1002699,88283886;"(00218105000111) JESBAN SERVICOS DE CONSTRUCOES LTDA"
19843;"EMEI do Bairro Quinhões do Boa Esperança";"Rua José Cleuneris Giatti";"Monte Mor";"SP";48,73;"atrasada";914874,337260098;"(67165969000193) CONSTRUTORA TERRUEL LTDA."
19849;"Parque Prazeres";"Rua Antônio Cordeiro dos Santos";"Campos dos Goytacazes";"RJ";40,55;"atrasada";1785431,29997382;"(07735937000154) FOCAM X EMPREENDIMENTOS E SERVICOS LTDA.ME"
19872;"CONJUNTO METROPOLITANO";"Rua Alfredo Bezerra";"Caucaia";"CE";25,18;"atrasada";904761,496806348;"(08914052000185) SOCORPENA CONSTRUÇÕES LTDA"
19878;"PROINFÂNCIA";"Rua Um";"Carpina";"PE";51,76;"atrasada";1008213,50729391;"(07279603000113) CONSTRUTORA MATIAS SILVA LTDA"
19908;"MIRO CAIRO";"CAMINHO 11 COM CIRCULAR 08";"Vitória da Conquista";"BA";97,26;"atrasada";796530,934513876;"(10544471000114) CONSTRUTORA & SERVICOS BOM JARDIM LTDA"
