"ID";"Nome";"Logradouro";"Município";"UF";"Percentual.de.Execução";"classificação_tb";"total_repassado";"Empresa.Contratada"
1010646;"DISTRITO RÔMULO CAMPOS-PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Itiúba - BA";"RUA CARLOS GOMES";"Itiúba";"BA";0;"paralisada";267795,621448268;NA
1010649;"PAC 2 - CRECHE/PRÉ-ESCOLA  014";"Avenida Antônio Carlos Magalhães";"Salvador";"BA";0;"paralisada";NA;NA
1010656;"CEI Ravenópolis";"Servidão de acesso com Rua Sabará";"Sabará";"MG";2,43;"paralisada";460377,874060207;"(10883572000110) PRAONTEM - SERVICOS E SOLDAS INDUSTRIAIS LTDA"
1010663;"CRECHE PERIMIRIM - Augusto Corrêa - PA";"Rua Tamaru";"Augusto Corrêa";"PA";0;"paralisada";285255,314186413;NA
1010665;"PAC 2 - CRECHE/PRÉ-ESCOLA  004 - Castanhal - PA";"Ramal de Iracema";"Castanhal";"PA";0;"paralisada";283281,546763443;NA
1010667;"Vila Nova - Inhangapi - PA";"Tv. Benedito Miguel de Souza";"Inhangapi";"PA";67,84;"paralisada";1322971,47287713;"(10924727000119) CONSTRUTORA FERRAZ LTDA."
1010676;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Alegrete - RS";"Av.Abilio caravagno Medeiros s/n";"Alegrete";"RS";0;"paralisada";450436,925201064;NA
1010677;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Caçapava do Sul - RS";"Av. João Manoel de Lima e Silva";"Caçapava do Sul";"RS";0;"paralisada";460092,558363364;NA
1010678;"E.M.E.I. COHAB C - Gravataí - RS";"Rua Rui Tedesco";"Gravataí";"RS";0;"paralisada";537825,484720021;NA
1010684;"PARQUE FARROUPILHA - Viamão - RS";"Rua Santo Expedito";"Viamão";"RS";0;"paralisada";440698,047775251;NA
1010707;"DISTRITO LAGOA REDONDA-PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Itapicuru - BA";"RUA DEPUTADO LUIS DE DEUS";"Itapicuru";"BA";0;"paralisada";267164,733003705;NA
1010708;"DISTRITO SAMBAIBA-PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Itapicuru - BA";"RUA ANA NERI";"Itapicuru";"BA";0;"paralisada";267164,733003705;NA
1010719;"Chapeuzinho Vermelho - Curaçá - BA";"Rua Projetada 06";"Curaçá";"BA";32,06;"paralisada";1283996,52980726;"(04786161000103) JCS CONSTRUCOES LTDA"
1010730;"Lote 2, quadra 1 - Imbiaçaba - Santa Inês - PR";"Rua São Sebastião";"Santa Inês";"PR";68,55;"paralisada";161759,716432269;"(14732763000131) COLISEU OBRAS E SERVICOS LTDA  - ME"
1010733;"Escola Taquaraçu - Pescaria Brava - SC";"Estrada Geral";"Pescaria Brava";"SC";77,37;"paralisada";193626,870906019;"(02127039000108) ALEXANDRE CHAVES DE MELLO ME"
1010740;"Rua Aldenora - Tufilândia - MA";"Rua da Aldenora";"Tufilândia";"MA";16,71;"paralisada";195255,277763422;"(11049613000130) EPC EMPREENDIMENTOS E COMERCIO LTDA"
1010763;"Lotes 2, 4, 5, 6 e 08 da quadra 18, do município de Santa Inês, conforme matrícula 4.790 do cartório d registro de imóveis de colorado com área total de 5.400 metros quadrados - Santa Inês - PR";"Rua Panema, ";"Santa Inês";"PR";46,96;"paralisada";563643,040546767;"(14732763000131) COLISEU OBRAS E SERVICOS LTDA  - ME"
1010814;"DISTRITO DE BOM JESUS - Jaru - RO";"Rua Olavo Pires, sn.";"Jaru";"RO";3,85;"paralisada";226712,405219282;"(11463875000146) CONSTRUVALE TERRAPLENAGEM LTDA"
1010924;"Creche Municipal - Batalha - AL";"Rua projetada ";"Batalha";"AL";0;"paralisada";408793,820667511;NA
1010928;"Creche do Bairro Desvio PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Delmiro Gouveia - AL";"Rua José de Assis Souza";"Delmiro Gouveia";"AL";0;"paralisada";263658,116957883;NA
1010975;"Creche Engenho - Bragança - PA";"Rodovia Bragança Viseu";"Bragança";"PA";0;"paralisada";NA;NA
1010997;"EMEI TARUMÃ";"Rua Voluntários da Pátria";"Viamão";"RS";0;"paralisada";439117,174382225;NA
1010998;"VILA AUGUSTA - PASSO DORNELES - Viamão - RS";"Rua Teodoro Luís de Castro";"Viamão";"RS";0;"paralisada";NA;NA
1010999;"VILA MARTINICA - Viamão - RS";"Rua Martinica";"Viamão";"RS";0;"paralisada";NA;NA
1011000;"EMEI RECANTO DA LAGOA";"Rua Lagoa Vermelha";"Viamão";"RS";0;"paralisada";NA;NA
1011002;"EMEI JARDIM KRAHE";"Rua Américo Caetano de Souza";"Viamão";"RS";0;"paralisada";233980,876554228;NA
1011003;"VILA GAÚCHA - Viamão - RS";"Rua Visconde de Inhauma";"Viamão";"RS";0;"paralisada";NA;NA
1011007;"JARDIM ESTALAGEM - Viamão - RS";"Rua Frederico Mentz";"Viamão";"RS";0;"paralisada";440670,834760802;NA
1011008;"ITAPUÃ - Viamão - RS";"Rua Nossa Senhora dos Navegantes";"Viamão";"RS";0;"paralisada";444813,325199794;NA
1011009;"PAC 2 - CRECHE/PRÉ-ESCOLA TIPO B BAIRRO ARROIO DA MANTEGA (Jardim Luciana) - São Leopoldo - RS";"Rua Rio Tietê";"São Leopoldo";"RS";0;"paralisada";NA;NA
1011015;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua 7612";"Vilhena";"RO";0;"paralisada";504291,472888833;NA
1011016;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Avenida Melvin Jones";"Vilhena";"RO";0;"paralisada";504291,472888833;NA
1011038;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002";"Rua Caminho das Árvores";"Candeias";"BA";0;"paralisada";262245,098541301;NA
1011039;"CRECHE ITANHÉM - LEOPOLDINA BOTELHO - Itanhém - BA";"RUA ITAUNA";"Itanhém";"BA";24,01;"paralisada";547611,510060043;NA
1011042;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Queimadas - BA";"Avenida Parque de Exposição,BA 120";"Queimadas";"BA";13,81;"paralisada";954521,256009911;NA
1011064;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  002";"Av. Carlos Augusto";"Paço do Lumiar";"MA";0;"paralisada";NA;NA
1011068;"Creche do Bairro Novo Horizonte";"RUA Natal S/N";"Ipaba";"MG";27,73;"paralisada";337459,992177878;"(09623235000104) CONSTRUMINAS MAXIMA LTDA"
1011082;"Creche Taquandeua - Bragança - PA";"Rua Projetada";"Bragança";"PA";0;"paralisada";529212,147435493;NA
1011084;"PROINFÂNCIA CRECHE - TIPO 1 - PAC 2";"Rua do Porto";"Vigia";"PA";20,71;"paralisada";520727,721901374;"(11645575000188) LOCATRAM LOCACOES E TRANSPORTES AMAZONIA LTDA."
1011092;"Cheche Boa Vista - São Gonçalo - RJ";"Avenida Governador Macedo Soares,N 3210,3211,3212,3213,3332,3331";"São Gonçalo";"RJ";0;"paralisada";NA;NA
1011095;"PAC 2 - CRECHE/PRÉ-ESCOLA CALIFÓRNIA - São Gonçalo - RJ";"Rua Colon Braga lt 11, 12 e 21";"São Gonçalo";"RJ";0;"paralisada";NA;NA
1011097;"PAC 2 - CRECHE/PRÉ-ESCOLA  VILA LAGE - São Gonçalo - RJ";"Rua Lúcio Tomé Feteira";"São Gonçalo";"RJ";0;"paralisada";NA;NA
1011099;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Barra do Piraí - RJ";"RUA SEBASTIAO PEREIRA (ANTIGA RUA 20)";"Barra do Piraí";"RJ";0;"paralisada";243894,297071204;NA
1011106;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Avenida Luis Cachoeira";"Amarante";"PI";55,55;"paralisada";805870,306514473;"(04287852000162) GRAJAU EMPREENDIMENTOS LTDA"
1011117;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Rua Nova";"São Joaquim do Monte";"PE";0;"paralisada";267161,882035486;NA
1011122;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - União dos Palmares - AL";"Rua Projetada 1";"União dos Palmares";"AL";0;"paralisada";404513,152574487;NA
1011123;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  004 - União dos Palmares - AL";"Rua Projetada 01";"União dos Palmares";"AL";0;"paralisada";264016,879209434;NA
1011819;"Escola do Campo - Araras - SP";"Estrada Municipal Fábio da Silva Prado";"Araras";"SP";55,73;"paralisada";1901011,84153639;"(58296195000149) MARQUES ENGENHARIA E CONSTRUCAO LTDA"
1011820;"Escola Municipal Nova Esperança - Itinga do Maranhão - MA";"Assentamento Nova Esperança";"Itinga do Maranhão";"MA";20,87;"paralisada";183743,596625068;"(02423225000186) E DA SILVA ALVES"
1011822;"ESCOLA MUNICIPAL AMIGUINHOS DE JESUS - Buriti do Tocantins - TO";"RUA DAS CRIANÇAS - CENTRO DOS FERREIRAS";"Buriti do Tocantins";"TO";46,46;"paralisada";107566,948169597;"(07299527000108) AQUINO & SILVEIRA CONSTRUCOES LTDA"
1011827;"Bairro Teotonio Rodrigues  - Lapão - BA";"RUA PERNAMBUCO";"Lapão";"BA";80,01;"paralisada";989501,11075006;"(07086711000170) TRANS. ENGENHARIA E SERVICOS LTDA"
1011843;"PA Recreio - Filadélfia - TO";"Praça Palmeirante";"Filadélfia";"TO";46,31;"paralisada";101074,155199979;NA
1011844;"Caminhos do Aprendiz - Curaçá - BA";"Rua Projetada A, s/nº";"Curaçá";"BA";31,35;"paralisada";550476,400727577;"(18419353000196) MACHADO E OVANI LTDA - EPP"
1011866;"Alto do Açude - São Julião - PI";"Rua ANTONIO EMIDIO DA COSTA";"São Julião";"PI";70,98;"paralisada";717490,313595924;"(10697917000140) TR CONSTRUCOES E EMPREENDIMENTOS LTDA"
1012396;"PAC 2 - CRECHE/PRÉ-ESCOLA  003 - Macapá - AP";"Avenida Carlos Lins Cortês";"Macapá";"AP";0;"paralisada";NA;NA
1012397;"Comunidade de Santa Luzia do Pacuí - Macapá - AP";"Distrito de Santa Luzia do Pacuí";"Macapá";"AP";0;"paralisada";NA;NA
1012398;"PAC 2 - CRECHE/PRÉ-ESCOLA  005 - Macapá - AP";"Rua das Pupunhas";"Macapá";"AP";0;"paralisada";NA;NA
1012553;"CONSTRUÇÃO NOVA CRECHE";"Rua Neutel Maia";"Bujari";"AC";0;"paralisada";306659,750075024;"(02402615000170) CONCRETA ENGENHARIA E CONSTRUCAO LTDA"
1012557;"Escola de Educação Infantil Tipo 1";"Rodovia AC 40";"Plácido de Castro";"AC";0,69;"paralisada";306599,680182675;"(10737867000188) J. F. R. CONSTRUCOES LTDA(ME)"
1012560;"PAC 2 - CRECHE/PRÉ-ESCOLA  004";"Conjunto Denisson Amorim";"Marechal Deodoro";"AL";0;"paralisada";NA;NA
1012567;"Creche da Rua Maria Esperança - Acajutiba - BA";"Rua Maria Esperança";"Acajutiba";"BA";0;"paralisada";475393,998862535;NA
1012569;"condominio maria ivany - Arataca - BA";"Rua A";"Arataca";"BA";1,02;"paralisada";268176,238568755;NA
1012571;"Creche Proinfância de Lagoa do Porco";"Praça do Comércio";"Campo Formoso";"BA";0;"paralisada";262784,950584412;NA
1012574;"POVOADO DO PEIXE - CRECHE TIPO C - Capim Grosso - BA";"Avenida Francisco Rocha Pires";"Capim Grosso";"BA";74,49;"paralisada";767513,915598962;NA
1012575;"Santos Dumont - Cipó - BA";"Rua Paulo Souto";"Cipó";"BA";0;"paralisada";NA;NA
1012577;"Creche do Bairro Alto do Cruzeiro - Ibiassucê - BA";"Travessa São Paulo";"Ibiassucê";"BA";9,34;"paralisada";265978,356826141;NA
1012581;"Loteamento Carneirão";"Rua 01";"Itapé";"BA";0;"paralisada";481576,096808026;NA
1012585;"FAZENDA GRANDE III";"Via Local F - Quadra E";"Salvador";"BA";0;"paralisada";NA;NA
1012587;"RECREIO DOS BANDEIRANTES";"Avenida Central";"Salvador";"BA";0;"paralisada";NA;NA
1012588;"PAC 2 - CRECHE/PRÉ-ESCOLA  022";"Estrada do Arenoso";"Salvador";"BA";0;"paralisada";NA;NA
1012589;"AV.LUIZ VIANA FILHO";"Avenida Luís Viana";"Salvador";"BA";0;"paralisada";NA;NA
1012592;"ESTRADA DO MATADOURO";"Estrada do Matadouro";"Salvador";"BA";0;"paralisada";NA;NA
1012593;"QUINTA DA GLÓRIA";"Rua Quinta da Glória";"Salvador";"BA";0;"paralisada";NA;NA
1012598;"Povoado de Ourives - Tanhaçu - BA";"Povoado de ourives";"Tanhaçu";"BA";0;"paralisada";262784,950584412;NA
1012599;"Povoado de Itiuba ";"Povoado de Itiuba";"Taperoá";"BA";0;"paralisada";261952,622020566;NA
1012630;"PROINFANCIA - AVENIDA LAURO VIEIRA CHAVES - AEROPORTO";"AVENIDA LAURO VIEIRA CHAVES";"Fortaleza";"CE";1,57;"paralisada";NA;"(11555412000104) CONSTRUTORA CORREIA LIMA LTDA"
1012653;"PAC 2 - CRECHE DE ÁREA SECA";"PROLONGAMENTO DA RUA JOSÉ MARIA ALMEIDA, S/N";"Maranguape";"CE";0;"paralisada";NA;NA
1012654;"Coração de Jesus";"Rua Maria Ceci Neves";"Marco";"CE";8,52;"paralisada";188393,568288372;"(10588971000158) CONSTRUTORA ICONE LTDA"
1012657;"CHIQUEIRO DAS CABRAS";"SÍTIO CHIQUEIRO DAS CABRAS";"Missão Velha";"CE";21,61;"paralisada";255588,117266768;"(02932715000108) CONSTRUTORA MILENIO LTDA"
1012663;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"Estrada Principal";"Domingos Martins";"ES";0;"paralisada";243309,396236685;NA
1012664;"CONSTRUÇÃO DA CRECHE ENSEADA DAS GARÇAS ";"RUA TICO TICO";"Fundão";"ES";1,95;"paralisada";490120,399118733;NA
1012670;"Novo Amanhecer";"Rua Esmeraldino Simplícido";"Sooretama";"ES";10,22;"paralisada";414074,970798541;"(05976039000162) CONCRETO EDIFICACOES E SERVICOS LTDA"
1012718;"Jacare - Penalva - MA";"Rua do Comercio";"Penalva";"MA";0;"paralisada";NA;NA
1012728;"Creche Bairro Bela Vista";"Rua dos Inconfidentes";"Abaeté";"MG";21,44;"paralisada";361103,036642155;"(21910788000143) NOVA ROSQUE CONSTRUTORA LTDA - ME"
1012729;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"rua projetada";"Abre Campo";"MG";8,43;"paralisada";285081,341967984;"(20785932000102) MENDES & TORRES CONSTRUTORA LTDA - EPP"
1012750;"PAC 2 - CRECHE/PRÉ-ESCOLA - VILA MATA-SEDE";"RUA PRINCIPAL";"Capanema";"PA";0;"paralisada";NA;NA
1012751;"PAC 2 - CRECHE/PRÉ-ESCOLA  004";"Tv. Jarbas Passarinho";"Melgaço";"PA";53,49;"paralisada";672574,242748392;"(05904945000151) A. SILVA MONTEIRO COMERCIO"
1012778;"PAC 2 - CRECHE/PRÉ-ESCOLA LAGOA DO MEIO";"Estrada Vicinal para Lagoa do Meio";"Inajá";"PE";0;"paralisada";NA;NA
1012788;"CRECHE ALTO SAO JOSE - Passira - PE";"Rua Alto São José";"Passira";"PE";0;"paralisada";408407,991386676;NA
1012789;"PAC 2 - CRECHE/PRÉ-ESCOLA  001 - Riacho das Almas - PE";"Av. João Soares, S/N";"Riacho das Almas";"PE";0;"paralisada";NA;NA
1012804;"BAIRRO BELA VISTA - Ribeiro Gonçalves - PI";"RUA PROJETADA";"Ribeiro Gonçalves";"PI";0;"paralisada";NA;NA
1012822;"BELFORD ROXO - Belford Roxo - RJ";"Rua Marinalva Souza da Silva";"Belford Roxo";"RJ";0;"paralisada";NA;NA
1012825;"Santa Paula";"Rua 20 QD:39  ";"Maricá";"RJ";0;"paralisada";NA;NA
1012826;"Área PMRC Fazenda da Grama - Rio Claro - RJ";"Rua Tereza Catarina";"Rio Claro";"RJ";8,23;"paralisada";477206,494112175;NA
1012835;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"rua sebastiao Arraball";"Jaru";"RO";0;"paralisada";291189,879696984;"(84708775000106) P. I. CONSTRUTORA DE IMOVEIS LTDA - ME"
1012837;"CRECHE PRÉ ESCOLA MUNICIPAL NOVA CIDADE I";"Rua Porto Velho";"Boa Vista";"RR";43,02;"paralisada";791645,391314046;"(10924727000119) CONSTRUTORA FERRAZ LTDA."
1012840;"Terreno Morada da Volta - Cachoeira do Sul - RS";"Rua Nenê Müller";"Cachoeira do Sul";"RS";6,66;"paralisada";233982,347099394;NA
1012846;"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  001 - São Leopoldo - RS";"Av Arthur Ebling";"São Leopoldo";"RS";0;"paralisada";NA;NA
1012849;"Tia Nina - 2015";"Rua Aleixo Worlod";"Uruguaiana";"RS";0;"paralisada";NA;NA
1012851;"FIÚZA - Viamão - RS";"Rua Amor do Campo";"Viamão";"RS";0;"paralisada";NA;NA
1012852;"VILA ELSA - Viamão - RS";"Rua Catulino Antunes Morem";"Viamão";"RS";0;"paralisada";NA;NA
1012882;"RESIDENCIAL ÁGUAS CLARAS - ÁREA INSTITUCIONAL";"RUA LUIZ GRENGE";"Araçatuba";"SP";0;"paralisada";NA;NA
1012906;"ORQUÍDEAS - Santa Bárbara dOeste - SP";"Rua Ubirajara Alves";"Santa Bárbara d'Oeste";"SP";0;"paralisada";NA;NA
1013174;"CRECHE TIPO 1";"rua em projeto 07";"Japaratinga";"AL";0;"paralisada";408793,820667511;NA
1013253;"LOTEAMENTO EDSON NOVAIS - Rio Largo - AL";"LOTEAMENTO RESINDENCIAL EDSON NOVAIS";"Rio Largo";"AL";4,84;"paralisada";611190,771205816;NA
1013257;"ESCOLA INFANTIL  JARDIM VITÓRIA ";"RUA SARACURA";"Boa Vista do Ramos";"AM";11,75;"paralisada";310717,406179867;"(04794482000150) J.J. DESENVOLVIMENTO EMPRESARIAL E COMERCIAL DE PECAS LTDA"
1013273;"CRECHE CRIANÇA FELIZ";"Rua da Estação Sete Casas";"São Félix";"BA";0;"paralisada";NA;NA
1013276;"TERRENO PROINFÂNCIA POTENGI";"Francisco Rodrigues da Fonseca";"Potengi";"CE";23,51;"paralisada";429471,78081413;"(02932715000108) CONSTRUTORA MILENIO LTDA"
1013286;"Creche Nova Veneza";"Estrada da Produção";"Ubajara";"CE";32,14;"paralisada";412580,554058206;"(04234739000119) IPAC CONSTRUCOES LTDA"
1013287;"PAC 2 - CRECHE/PRÉ-ESCOLA  001";"RUA ANTONIO ALVES";"Ubajara";"CE";34,9;"paralisada";412580,564506334;"(07085315000128) TEM SERVICOS GERAIS LTDA ME"
1013290;"Creche Comecinho de Vida";"Rua Dom Marcelino";"Davinópolis";"MA";0;"paralisada";NA;NA
1013532;"ESCOLA MUNICIPAL POVOADO PIO IX - São João da Varjota - PI";"RUA PROJETADA S/N";"São João da Varjota";"PI";22,08;"paralisada";235116,745817934;"(16368182000198) CONSTRUTORA TAM LTDA - ME"
1013533;"ESCOLA MUNICIPAL DO POVOADO PAQUETÁ - São João da Varjota - PI";"RUA PROJETADA S/N";"São João da Varjota";"PI";23,12;"paralisada";216870,716754718;"(16368182000198) CONSTRUTORA TAM LTDA - ME"
1013534;"COMUNIDADE MALHADA - São João do Piauí - PI";"COMUNIDADE MALHADA";"São João do Piauí";"PI";27,05;"paralisada";171573,732559161;"(07830221000136) OSORIO & CIA LTDA"
1013543;"POVOADO MANDACARU - São Julião - PI";"RUA PROJETADA 1";"São Julião";"PI";33,34;"paralisada";240655,554340828;"(08701149000100) CONSTRUSER - CONSTRUCAO E SERVICOS DE TERRAPLENAGEM LTDA"
1013544;"SERRA DO MARACUJÁ - Simões - PI";"RUA PROJETADA";"Simões";"PI";30,42;"paralisada";52949,6315053937;"(14798380000166) CONSTRUTORA ALENCAR LTDA  - ME"
1013550;"ESCOLA MUNICIPAL LUIZ PAUSTER - Laranjal - PR";"Rua Principal";"Laranjal";"PR";53,44;"paralisada";74693,7699842141;"(18514093000138) C M CONSTRUTORA LTDA - EPP"
1013551;"ESCOLA MUNICIPAL CLAUDIO MANOEL DA COSTA - Laranjal - PR";"Rua Principal";"Laranjal";"PR";58,65;"paralisada";74693,7699842141;"(18514093000138) C M CONSTRUTORA LTDA - EPP"
1013552;"ESCOLA MUNICIPAL GASPAR DE LEMOS - Laranjal - PR";"Rua Principal";"Laranjal";"PR";49,4;"paralisada";74693,7699842141;"(18514093000138) C M CONSTRUTORA LTDA - EPP"
1013599;"E.M. POVOADO RAJAS";NA;"Pinhão";"SE";21,43;"paralisada";235088,298227607;NA
1013605;"EMEF rural bairro capinzal - Registro - SP";"Estrada do Capinzal do Vitorio";"Registro";"SP";82,66;"paralisada";206102,212190284;"(03810438000123) PUZZI ENGENHARIA LTDA."
1013633;"Comunidade Do Boto - Tarauacá - AC";"BR 364 Sentido Tarauacá/Cruzeiro do Sul";"Tarauacá";"AC";31,15;"paralisada";373112,127217039;"(01832327000192) DESTAK CONSTRUCAO CIVIL LTDA"
1013634;"Comunidade Mamoré. - Tarauacá - AC";"BR 364 Km 45 Km sentido Tarauacá/Cruzeiro do Sul";"Tarauacá";"AC";72,09;"paralisada";782331,884587499;"(01832327000192) DESTAK CONSTRUCAO CIVIL LTDA"
1013635;"Comunidade do Gregóreo - Tarauacá - AC";"BR 364 Km 85 Km sentido Tarauacá/Cruzeiro do Sul";"Tarauacá";"AC";36,99;"paralisada";421255,6301625;"(01832327000192) DESTAK CONSTRUCAO CIVIL LTDA"
1013697;"CEF ADRIANO ARAUJO - Serrano do Maranhão - MA";"RUA PRINCIPAL POVOADO PONTA";"Serrano do Maranhão";"MA";35,77;"paralisada";43919,9621896905;"(02526570000145) CONSTRUTORA ESMERALDA LTDA."
1013771;"CEF CANDIDA DE JESUS - Serrano do Maranhão - MA";"RUA PRINCIPAL DO POVOADO FLECHAL";"Serrano do Maranhão";"MA";16,02;"paralisada";31371,3998815929;"(02526570000145) CONSTRUTORA ESMERALDA LTDA."
1013965;"Jordao - Jordão - AC";"Rua Governador Romildo Magalhães";"Jordão";"AC";37,71;"paralisada";1539882,09959619;"(04292277000196) CONSTRUTORA NORUEGA LTDA"
1013966;"ESCOLA EM TEMPO INTEGRAL DO BAIRRO SENADOR ARNON DE MELLO - Arapiraca - AL";"RUA JOSEFA GERÔNIMO DE OLIVEIRA";"Arapiraca";"AL";25,14;"paralisada";219370,459766891;"(20327140000186) DINAMICA CONSTRUCAO DE EDIFICIOS LTDA - EPP"
1014036;"Escola Municipal Mundo Mágico - Santa Rosa de Goiás - GO";"Rua Santa Rosa";"Santa Rosa de Goiás";"GO";42,76;"paralisada";577766,023568957;"(07239554000195) PALENGE CONSTRUTORA LTDA -ME"
1014052;"QUADRA 52  SEDE - Governador Jorge Teixeira - RO";"RUA: PITANGUEIRA";"Governador Jorge Teixeira";"RO";30,26;"paralisada";1082142,57803202;"(10226242000151) ETHOS CONSULTORIA EMPRESARIAL LTDA"
1014055;"Lote 02-A - Quadra 42 - Setor 29 - IESA - Vilhena - RO";"Rua José Honorio Ramos";"Vilhena";"RO";40,29;"paralisada";445327,693733736;"(09254159000107) CORREIA & COUTO TRANSPORTES LTDA - ME"
1014066;"Rua Dona Cotinha - Arroio dos Ratos - RS";"Rua Dona Cotinha";"Arroio dos Ratos";"RS";37,26;"paralisada";1535815,76226917;"(16910056000113) CONSULT SERVICE CONSTRUCOES E ASSESSORIA LTDA"
1014070;"FAZENDA MONTE AZUL - Juara - MT";"Praça dos Trabalhadores";"Juara";"MT";34,63;"paralisada";184766,148406691;"(04613404000101) MENDANHA CONSTRUTORA LTDA ME"
1014085;"Complexo Esportivo e Educacional - Monte Belo do Sul - RS";"Rua Dom Luiz Colussi";"Monte Belo do Sul";"RS";48,14;"paralisada";396454,0333885;"(02636641000162) CLEU-MAR CONSTRUCOES LTDA"
1014094;"CRUZ DO CABOCLO - Pitimbu - PB";"SÍTIO ANDREZA";"Pitimbu";"PB";16,42;"paralisada";57460,0084543914;"(19881445000156) J.F SANTOS CONSTRUCOES E SERVICOS EIRELI - ME"
1014100;"MALHADA DE AREIA - Campo Largo do Piauí - PI";"RUA PROJETADA";"Campo Largo do Piauí";"PI";20,93;"paralisada";240717,691386834;"(16368182000198) CONSTRUTORA TAM LTDA - ME"
1014106;"E.M Luiz Nicolau da Silva - Isaías Coelho - PI";"Fazenda Nova";"Isaías Coelho";"PI";25,78;"paralisada";240717,691386834;"(04287852000162) GRAJAU EMPREENDIMENTOS LTDA"
1014113;"MATRÍCULA Nº 2.233 - Coronel Domingos Soares - PR";NA;"Coronel Domingos Soares";"PR";24,06;"paralisada";219207,874111071;NA
1014125;"PAC 2 - CRECHE/PRÉ-ESCOLA  018";"Rua João José Rescala";"Salvador";"BA";0;"paralisada";NA;NA
1014126;"RÓTULA DA SANTA";"Rua Professor Plínio Garcez de Sena";"Salvador";"BA";0;"paralisada";NA;NA
1014128;"PAC 2 - CRECHE/PRÉ-ESCOLA  020";"Travessa Cabo Bartholomeu";"Salvador";"BA";0;"paralisada";NA;NA
1014143;"Matricula 29.721 - Nova Laranjeiras - PR";"Rua projetada C";"Nova Laranjeiras";"PR";38,74;"paralisada";1297345,67477427;NA
1014180;"Escola Municipal Jardim Esmeralda - Araras - SP";"Rua EMÍLIO PACAGNELIA";"Araras";"SP";60,67;"paralisada";1832373,80239024;"(13833284000149) RIO NOVO CONSTRUCOES LTDA - EPP"
1014185;"Terreno para Construção da Escola Joaquim Gomes de Souza. - Hulha Negra - RS";"Passo do Salso";"Hulha Negra";"RS";2,42;"paralisada";29906,2345792332;"(07919312000142) J R Pereira & Cia LTDA"
1014186;"Escola de Educação Infantil Chico Mendes. - Hulha Negra - RS";"Assentamento Santa Elmira";"Hulha Negra";"RS";12,38;"paralisada";25841,1634822123;"(07919312000142) J R Pereira & Cia LTDA"
1014187;"Escola Colônia Nova Esperança - Hulha Negra - RS";"Colônia Nova Esperança.";"Hulha Negra";"RS";2,74;"paralisada";49212,4037021565;"(07919312000142) J R Pereira & Cia LTDA"
1014188;"Terreno para Construção da Escola Auta Gomes - Hulha Negra - RS";"Assentamento Santo Antônio";"Hulha Negra";"RS";0,19;"paralisada";54786,8842214056;"(07919312000142) J R Pereira & Cia LTDA"
1014520;"Creche Bacuriteua - Bragança - PA";"Rua da Projetada Nova";"Bragança";"PA";0;"paralisada";NA;NA
1014538;"PAC 2 - CRECHE/PRÉ-ESCOLA RESIDENCIAL NOVA CARAJÁS IV - Parauapebas - PA";"Avenida Serra do Cinzento";"Parauapebas";"PA";0;"paralisada";NA;NA
1014541;"EMEI BAIRRO BOM JARDIM - Rurópolis - PA";"RUA JOSE RAIMUNDO CUNHA FALCÃO";"Rurópolis";"PA";0;"paralisada";NA;NA
1014543;"Creche do Mucajá - Macapá - AP";"Canal do Mucajá";"Macapá";"AP";0;"paralisada";NA;NA
1014549;"PAC 2 - CRECHE/PRÉ-ESCOLA  CURUAI - Santarém - PA";"Trav. Pajurá";"Santarém";"PA";0;"paralisada";NA;NA
1014556;"PAC 2 - CRECHE/PRÉ-ESCOLA  002 - Camamu - BA";"Povoado do Travessão s/n";"Camamu";"BA";0;"paralisada";NA;NA
1014559;"CRECHE BAIRRO ADELINO HENRIQUE DE SANTANA";"Bairro Adelino Henrique de Santana";"Jitaúna";"BA";0;"paralisada";NA;NA
1014566;"Creche Municipal de São Carlos do Ivai";"Avenida São Paulo";"São Carlos do Ivaí";"PR";14,89;"paralisada";198658,295919084;"(03466072000117) GIDO COMERCIO DE MATERIAIS ELETRICOS E HIDRAULICOS LTDA"
1014575;"PAC 2 - CRECHE/PRÉ-ESCOLA  002";"Avenida São Bento";"Santo Amaro";"BA";0;"paralisada";NA;NA
